0;d;4
16;mc;8
6;lab;8
3;ss;8
21;sp;4
33;ss;8
30;d;8
34;lab;8
29;group;8
18;ss;8
10;sp;4
36;sp;4
20;d;4
11;d;4
12;lab;8
25;ss;8
15;group;8
17;d;8
28;lab;8
9;group;8
24;d;4
1;group;8
8;ss;8
26;sp;4
5;mc;8
27;d;8
23;mc;8
35;mc;8
32;d;4
14;mc;8
31;group;8
4;d;8
13;d;8
7;sp;4
22;sp;4
19;lab;8
2;sp;4
