0;0;1715525829672;0;0
0;0;1715525829878;0;0
0;0;1715525830878;0;0
0;0;1715525831891;0;0
0;0;1715525832883;0;0
0;0;1715525833887;0;0
0;0;1715525834885;0;0
0;0;1715525835892;0;0
0;0;1715525836891;0;0
0;0;1715525837890;0;0
0;0;1715525838891;0;0
0;0;1715525839889;0;0
0;0;1715525840891;0;0
0;0;1715525841885;0;0
0;0;1715525842882;0;0
0;0;1715525843891;0;0
0;0;1715525844889;0;0
0;0;1715525845892;0;0
0;0;1715525846886;0;0
0;0;1715525847891;0;0
0;0;1715525848888;0;0
0;0;1715525849881;0;0
0;0;1715525850885;0;0
0;0;1715525851888;0;0
0;0;1715525852880;0;0
0;0;1715525853891;0;0
0;0;1715525854890;0;0
0;0;1715525855877;0;0
0;0;1715525856890;0;0
0;0;1715525857888;0;0
0;0;1715525858891;0;0
0;0;1715525861204;0;0
0;0;1715525862204;0;0
0;0;1715525863216;0;0
0;0;1715525864203;0;0
0;0;1715525865212;0;0
0;0;1715525866209;0;0
0;0;1715525867208;0;0
0;0;1715525868204;0;0
0;0;1715525869217;0;0
0;0;1715525870208;0;0
0;0;1715525871203;0;0
0;0;1715525872216;0;0
0;0;1715525873210;0;0
0;0;1715525874208;0;0
0;0;1715525875204;0;0
0;0;1715525876205;0;0
0;0;1715525877212;0;0
0;0;1715525878203;0;0
0;0;1715525879202;0;0
0;0;1715525880210;0;0
0;0;1715526259950;0;0
0;0;1715526260034;0;0
0;0;1715526261044;0;0
0;0;1715526262030;266;0
0;0;1715526263035;400;0
0;0;1715526264044;400;0
0;0;1715526265030;775;0
0;0;1715526266029;1300;0
0;0;1715526267030;1398;0
0;0;1715526268030;1600;0
0;0;1715526269030;1800;0
0;0;1715526270030;2200;0
0;0;1715526271031;2500;0
0;0;1715526272030;2849;0
0;0;1715526273030;3300;0
0;0;1715526274030;3700;0
0;0;1715526275030;4100;0
0;0;1715526276030;4500;0
0;0;1715526277030;4631;0
0;0;1715526278030;4955;0
0;0;1715526279030;5700;0
0;0;1715526280030;6600;0
0;0;1715526281030;7600;0
0;0;1715526282032;8600;0
0;0;1715526283029;9000;0
0;0;1715526284030;9500;0
0;0;1715526285030;9500;0
0;0;1715526286029;10000;0
0;0;1715526287029;10000;0
0;0;1715526288029;10100;0
0;0;1715526289548;10100;0
0;0;1715526290031;10100;0
0;0;1715526291030;11100;0
0;0;1715526292030;11100;0
0;0;1715526293041;11100;0
0;0;1715526294030;11100;0
0;0;1715526295030;12559;0
0;0;1715526296029;12559;0
0;0;1715526297029;12559;0
0;0;1715526298030;12559;0
0;0;1715529704412;0;0
0;0;1715529705221;0;0
0;0;1715529706217;0;0
0;0;1715529707218;0;0
0;0;1715529708215;0;0
0;0;1715529709225;0;0
0;0;1715529710226;0;0
0;0;1715529711217;500;0
0;0;1715529712218;900;0
0;0;1715529713229;1400;0
0;0;1715529714218;1412;0
0;0;1715529715218;2200;0
0;0;1715529716222;2500;0
0;0;1715529717218;3209;0
0;0;1715529718226;3300;0
0;0;1715529719215;3300;0
0;0;1715529720218;3300;0
0;0;1715529721222;3300;0
0;0;1715529722224;3300;0
0;0;1715529723219;3300;0
0;0;1715529724218;3300;0
0;0;1715529725218;3300;0
0;0;1715529726215;3300;0
0;0;1715529727218;3300;0
0;0;1715529728215;3300;0
0;0;1715529729218;3300;0
0;0;1715529730230;3300;0
0;0;1715529731218;3300;0
0;0;1715529732216;3300;0
0;0;1715529733218;3300;0
0;0;1715529734223;3300;0
0;0;1715529735220;3300;0
0;0;1715529736218;3392;0
0;0;1715529737217;3400;0
0;0;1715529738218;3400;0
0;0;1715529739218;3400;0
0;0;1715529740223;3400;0
0;0;1715529741226;3400;0
0;0;1715529742222;3400;0
0;0;1715529743218;3400;0
