15;ss;8
21;sp;4
18;d;4
3;d;8
2;d;4
33;sp;4
34;mc;8
12;ss;8
19;d;8
35;ss;8
25;d;8
22;group;8
13;lab;8
1;lab;8
5;ss;8
30;lab;8
27;d;4
20;lab;8
6;group;8
26;ss;8
24;lab;8
16;sp;4
10;sp;4
9;sp;4
23;sp;4
32;d;8
4;mc;8
7;group;8
36;group;8
11;mc;8
29;mc;8
0;sp;4
14;d;4
31;d;4
8;d;8
17;mc;8
28;group;8
