133.7414505437439;103.37466779692082;136.32429893695016
140.69272360703812;101.74943487292278;137.61917308162268
133.0879078079179;105.1311591214565;136.0011951673998
128.9316463526393;115.89815111803519;117.57088526392963
137.67620509530792;105.65096147971651;137.79440065982405
165.13710441104595;115.38578323558163;144.08881277492668
145.76225714809385;123.89428687072336;129.91730816226783
150.23036183406646;122.53121563416423;134.44195228494624
133.06722339320626;109.26135218108504;108.94418606427175
148.7254933406647;122.37971575635386;136.55721911656892
131.61037542766374;104.03269336510265;131.9301342558651
152.4436591214565;123.6307085471652;128.88935728250243
114.63268649193549;117.92203155547409;123.23723500122189
110.1795233076735;122.09192479227761;139.05323649804495
145.91649865591398;122.67874816715542;132.4923364186217
123.57490224828935;109.93204728739003;109.85901224951124
125.23741446725317;115.61007759042033;103.90560850439883
127.32184750733138;106.84826719819159;132.9534457478006
165.902324657869;123.82131292766374;130.18713343108504
117.33946572580645;119.33060315860214;138.04229670698925
152.68041681940372;120.43881353861192;136.75611330034212
112.94617928274683;121.81768160434996;136.46329346896383
126.4741759836266;116.90957966764418;116.06713175097752
128.5404065860215;113.19513303396872;106.30855174731182
131.38062072336265;118.54845201001955;135.61461006231673
181.29559582722385;124.90816684995113;123.9036916544477
118.72005208333333;121.43872571480938;99.95534732404693
173.11685529692082;111.54543163489735;139.76919522849462
142.71084203934507;111.04309093963832;153.53111253665688
129.53672944159337;110.82372999144673;108.2444441898827
125.76265808284458;113.03671416788856;105.79230434384164
154.612971957478;123.12687866568915;129.53419018817203
131.87233855694038;102.86962747434018;135.70666468108504
160.0350111498045;116.09050815615836;139.6260653409091
119.7148513868524;123.16373029692082;128.45739400048876
171.74928977272728;123.06754795943304;140.97456546309874
136.42599126344086;106.01749984726295;138.3185292949658
166.6702483504399;115.34557520772239;133.69972660068427
108.64359191715542;115.65772009408602;137.52708791544478
166.92061873778104;129.7992386058162;119.2929725684262
158.00250488758553;120.25678152492668;139.33600623167155
122.67934766006843;109.80210242546433;110.06777706500489
166.79125809506354;130.2868019916911;115.89141923264907
166.50652187194527;117.6730701673998;139.32800662878788
113.81558146994135;124.82278684017595;104.69641984359727
123.87276240224828;122.95219330400782;130.98296600073314
129.63430168621701;108.41576169965786;109.41552877565982
129.01931741813294;107.76462839076247;129.96644748900295
127.60463251466275;103.90108748778104;132.9343077956989
127.82190860215054;111.14615026270772;125.38333562438905
122.89340099584555;117.70907028958945;102.93300189393939
115.18011516373411;125.01836663000978;127.07086999022484
139.22825024437927;100.29714228983383;158.66983214198436
172.09441440615836;116.24657105327468;138.19851615957967
147.63007086999022;115.94192937438905;142.5357633797654
160.1036435422776;116.7994333455523;138.99090832722385
128.26731274437927;115.49932413856305;104.25520451490713
150.87692448680352;106.09307032013685;158.84537283113391
171.42797302663735;113.68985215053763;138.9030845246823
