33;group;8
10;sp;4
35;sp;4
34;d;8
36;ss;8
18;sp;4
7;lab;8
26;d;8
0;group;8
5;sp;4
22;d;4
14;group;8
8;d;4
12;d;8
2;d;8
30;d;4
4;ss;8
20;ss;8
19;group;8
11;ss;8
28;d;4
13;sp;4
23;lab;8
1;d;4
9;mc;8
21;sp;4
25;sp;4
16;d;8
24;group;8
29;ss;8
31;mc;8
3;lab;8
27;mc;8
15;mc;8
17;lab;8
6;mc;8
32;lab;8
