28;ss;8
15;d;4
33;d;4
3;sp;4
4;d;4
5;group;8
31;lab;8
14;lab;8
23;d;4
34;sp;4
16;group;8
24;d;8
9;d;4
35;group;8
29;sp;4
10;sp;4
22;lab;8
1;mc;8
36;d;8
26;mc;8
21;sp;4
2;lab;8
8;mc;8
0;d;8
11;group;8
25;group;8
27;lab;8
19;mc;8
12;sp;4
32;ss;8
20;sp;4
13;ss;8
30;mc;8
18;d;8
6;ss;8
17;ss;8
7;d;8
