19;d;4
16;ss;8
23;group;8
27;sp;4
6;d;8
0;ss;8
29;d;4
10;sp;4
24;ss;8
5;d;4
12;d;4
35;d;4
25;mc;8
13;mc;8
28;d;8
14;sp;4
36;lab;8
8;group;8
31;sp;4
32;mc;8
17;sp;4
3;mc;8
18;group;8
4;lab;8
30;group;8
11;lab;8
21;sp;4
20;d;8
26;lab;8
34;ss;8
2;group;8
22;mc;8
33;d;8
15;lab;8
1;sp;4
9;d;8
7;ss;8
