2;0;1737836392171;0;2530;1356;1080;64;80;178;88;0;1
2;0;1737836397192;14;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397201;28;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397207;39;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397216;62;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397224;84;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397232;105;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397241;138;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397249;176;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397257;217;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397266;259;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397274;300;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397282;341;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397290;384;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397302;425;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397307;466;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397316;506;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397324;544;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397332;580;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397341;616;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397349;650;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397358;684;2530;1356;1080;64;80;178;88;0;0
2;0;1737836397366;716;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401338;717;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401345;722;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401353;732;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401362;760;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401370;783;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401378;809;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401387;834;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401395;858;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401403;893;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401412;933;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401436;1061;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401445;1104;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401453;1147;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401462;1190;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401470;1231;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401478;1272;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401487;1312;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401495;1350;2530;1356;1080;64;80;178;88;0;0
2;0;1737836401504;1386;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403715;1387;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403721;1393;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403730;1409;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403736;1413;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403745;1447;2530;1356;1080;64;80;178;88;0;0
2;0;1737836403753;1450;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408862;1449;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408864;1442;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408873;1431;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408879;1417;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408887;1365;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408892;1291;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408901;1268;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408908;1174;2530;1356;1080;64;80;178;88;0;0
2;0;1737836408916;1078;2530;1356;1080;64;80;178;88;0;0
